full_code,soc_4,soc_sub,title,description
5241/04,5241,04,Smart energy experts,Smart energy experts fit gas and electric smart meters into homes and businesses.
5241/05,5241,05,Solar panel installers,"Solar panel installers install and maintain systems that collect solar energy. They prepare the necessary fixtures, often on roofs, install solar panels and plug them into an electronic system including an inverter to connect the solar energy systems to the electricity lines."
5241/06,5241,06,Street lighting electrician,"Street lighting electricians construct and maintain electric power transmission and distribution in streetlights. They maintain, test and repair streetlights in compliance with safety regulations."
5241/99,5241,99,Electricians and electrical fitters n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 5241: Electricians and electrical fitters 
5242/00,5242,00,Telecoms and related network installers and repairers,"Telecoms and related network installers and repairers install, maintain and repair public and private telephone systems and maintain, test and repair telecoms cables. See also 2124/02 - Telecommunications engineers (professional)"
5243/00,5243,00,"TV, video and audio servicers and repairers","TV, video and audio engineers install, service and repair domestic television, video and audio appliances."
5244/00,5244,00,Computer system and equipment installers and servicers,"IT engineers install, maintain and repair the physical components of computer systems and equipment."
5245/00,5245,00,Security system installers and repairers,"Security system installers and repairers fit, maintain and service alarm systems and other electronic security devices which provide access control and monitoring, intruder detection and security lighting."
5246/00,5246,00,Electrical service and maintenance mechanics and repairers,"Electrical service and maintenance mechanics and repairers maintain, service and repair domestic appliances, office machinery and electricity plant machinery, appliances and wiring."
5249/01,5249,01,Broadcast and communications technicians,"Broadcast and communications technicians install, maintain, monitor and repair equipment used for the transmission and reception of television and radio broadcast signals. They ensure that all materials are available in a suitable format of transmittable quality. See also 2124/01 - Broadcast engineers (professional)"
5249/02,5249,02,Overhead line workers,Overhead line workers construct and maintain power supply and control cables in overhead power lines. They also make and repair electrical cables connecting customers to the electricity network.
5249/03,5249,03,Signal workers,Signal workers operate the signals and points on rail tracks to keep trains running safely and on time.
5249/99,5249,99,Electrical and electronic trades n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 5249: Electrical and electronic trades n.e.c.
5250/00,5250,00,"Skilled metal, electrical and electronic trades supervisors","Skilled metal, electrical and electronic trades supervisors oversee operations and directly supervise and coordinate the activities of workers in skilled metal, electrical and electronic trades."
5311/00,5311,00,Steel erectors ,Steel erectors fit and erect structural metal framework for buildings and other structures such as metal chimneys.
5312/01,5312,01,Dry stone wallers,"Dry stone wallers strip back and rebuild existing walls that have fallen into disrepair, or repair gaps where the wall has collapsed. "
5312/02,5312,02,Monumental masons,"Monumental masons work on gravestones and/or monuments. A memorial or monumental mason does the work of a banker, carver, fixer and letter sculptor."
5312/03,5312,03,Stonemasons ,"Stonemasons manually carve and assemble stone for construction purposes. While CNC operated carving equipment is the industry standard, artisanal carving for ornamental stone is still done manually."
5312/99,5312,99,Stonemasons and related trades n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 5312: Stonemasons and related trades 
5313/00,5313,00,Bricklayers,"Bricklayers erect and repair brick, pre-cut stone and concrete block structures such as walls, paving, chimney stacks and tunnel lining."
5314/01,5314,01,Felt and flat roofers,"Felt and flat roofers put layers of felt, bonded together with bitumen, onto a flat roof to ensure buildings are watertight. "
5314/02,5314,02,Sheeters and cladders,Sheeters and cladders fix large weatherproof sheets of different material to roofs (sheeting) or walls (cladding).
5314/03,5314,03,Thatchers,"Thatchers use traditional craft skills, materials and tools to replace and repair thatched roofs."
5314/04,5314,04,Tilers and slaters,"Tilers and slaters maintain, build and repair tile and slate roofs on all types of buildings."
5314/99,5314,99,"Roofers, roof tilers and slaters n.e.c. ","Job holders in this group perform occupations not elsewhere classified in Unit Group 5314: Roofers, roof tilers and slaters "
5315/00,5315,00,Plumbers and heating and ventilation installers and repairers,"Plumbers and heating and ventilating installers and repairers assemble, install, maintain and repair plumbing fixtures, heating and ventilating systems and pipes and pipeline systems in commercial, residential and industrial premises and public buildings for non-renewable and renewable energy. See also 2129/07- Gas engineers (professional) and 2129/08 - Heating and ventilating engineers (professional)"
5316/01,5316,01,Bedroom and kitchen fitters,"Bedroom and kitchen fitters install kitchen and bedroom elements in homes. They take the necessary measurements, prepare the room, removing old elements if necessary and install equipment. For kitchens this can include the connection of water, gas and sewage pipes and electricity lines.  "
5316/02,5316,02,Carpenters,"Carpenters cut, shape and assemble wooden elements for the construction of buildings and other structures. They use other materials such as plastic and metal in their creations."
5316/03,5316,03,Joiners,"Joiners install fixtures including doors, window frames and staircases. They remove old fixtures if present, prepare the site for new fixtures to be added, take the necessary measurements and install the new doors, window, staircases etc. "
5316/99,5316,99,Carpenters and joiners n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 5316: Carpenters and joiners
5317/01,5317,01,Glass cutters and glaziers,"Glass cutters and glaziers measure, cut, install and repair glass in houses, hotels, shops and offices"
5317/02,5317,02,Window fabricators,"Window fabricators make glazed windows, glass panels and curtain walls in properties."
5317/03,5317,03,Window fitters,"Window fitters install windows, conservatories and glazed curtain walls in properties."
5317/99,5317,99,"Glaziers, window fabricators and fitters n.e.c.","Job holders in this group perform occupations not elsewhere classified in Unit Group 5317: Glaziers, window fabricators and fitters"
5319/01,5319,01,Builders,"There are no formal academic entry requirements, though GCSEs/S grades are advantageous. Entry is typically through an approved apprenticeship programme or college course in conjunction with on-the-job training, leading to a NVQ/SVQ Level 2/3 qualification, or through building up work experience supplemented with short courses."
5319/02,5319,02,Divers,"Divers work below the surface of the water to install equipment, such as hydraulic structures, waterways and marine facilities. They also inspect, remove and repair the structures."
5319/03,5319,03,Fence erectors,"Fence erectors erect and repair fences, gates and other barriers. They may remove old fencing."
5319/04,5319,04,Industrial climbers,"Industrial climbers specialise in the use of rope access techniques, to carry out work at height including maintenance and cleaning where access may be difficult, limited or within confined spaces."
5319/05,5319,05,Remotely Operated Vehicle (ROV) operators,"ROV operators maintain and repair submersible machines. They use submersibles to safely explore the seabed and to construct, repair or inspect underwater structures and equipment from the surface."
5319/06,5319,06,Steel fixers and underpinners,Steel fixers and underpinners use steel bars and mesh in reinforced concrete to strengthen buildings and other big structures. Underpinning is the reinforcing of an existing building foundation when the original foundation is no longer strong enough.
5319/99,5319,99,Construction and building trades n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 5319: Construction and building trades n.e.c.
5321/01,5321,01,Dry liners,"Dry liners use plasterboard and panels to build internal walls, suspended ceilings and raised flooring in houses, offices and shops."
5321/02,5321,02,Plasterers (wall and decorative),"Wall and decorative plasterers apply plaster made from gypsum, cement or other solutions to walls as a smooth finish. "
5322/01,5322,01,Carpet and linoleum fitters,"Carpet and linoleum fitters lay rolls of carpet or linoleum as a floor covering. They cut the covering to size, prepare the surface and fix the carpet or linoleum in place."
5322/02,5322,02,Floor layers,"Floor layers install floors made of solid wood or place prefabricated tiles to serve as floor covering. They prepare the surface, cut parquet or board elements to size and lay them in a predetermined pattern."
5322/03,5322,03,Tilers,"Tilers install tiles onto walls and floors. They cut tiles to the right size and shape, prepare the surface and put the tiles in place. Tilers may also work on creative and artistic projects, such as mosaic tiling."
5322/99,5322,99,Floorers and wall tilers n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 5322: Floorers and wall tilers
5323/00,5323,00,Painters and decorators,"Those working in this unit group apply paint, varnish, wallpaper and other protective and decorative materials to interior and exterior walls and surfaces, paint designs on wood, glass, metal, plastics and other materials, and stain, wax and French polish wood surfaces by hand."
5330/01,5330,01,Carpenter and joinery supervisors,Carpenter and joinery supervisors monitor carpentry operations in construction. They assign tasks and resolve problems. They pass their skills on to apprentice carpenters.
5330/02,5330,02,Demolition supervisors,Demolition supervisors monitor operations involved in the demolition of buildings and clean-up of debris. 
5330/03,5330,03,Painting supervisors,"Painting supervisors plan, direct and oversee the work of the crew of painters assigned to a certain project or location. They supervise and evaluate the work of painters."
5330/04,5330,04,Plumbing supervisors,Plumbing supervisors monitor plumbing operations. They assign tasks and resolve problems.
5330/05,5330,05,Road construction supervisors,Road construction supervisors monitor the construction and maintenance of roads. They assign tasks and resolve problems.
5330/06,5330,06,Roofing supervisors,Roofing supervisors monitor the work on roofing a building. They assign tasks and resolve problems.
5330/07,5330,07,Scaffolding supervisors,"Construction scaffolding supervisors plan and supervise the transport, assembly, disassembly and maintenance of scaffolding structures. They ensure that scaffolds, support structures, access ladders and fenders are safe."
5330/99,5330,99,Construction and building trade supervisors n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 5330: Construction and building trade supervisors
5411/01,5411,01,Curtain makers,"Curtain makers make products including curtains, pelmets, blinds and bespoke window dressings to customer specification."
5411/02,5411,02,Trimmers and upholsterers,"Trimmers and upholsterers pad, cover and re-cover furniture with materials like leather, suede or cotton, make soft furnishings like blinds and cushions and add trimmings like piping, fringing and buttons. They may use specialist upholstery techniques to cover seats, roofs, and other parts of vehicles with fabric."
5411/99,5411,99,Upholsterers n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 5411: Upholsterers
5412/01,5412,01,Footwear makers and repairers,"Footwear makers and repairers use hand or machine operations for the manufacturing of footwear using a range of materials to include leather, canvas, and rubber . They prepare, cut and sew, assemble and finish footwear, they may also be involved in the design process. Shoe repairing includes replacing worn soles and heels, repairing loose stitching and replacing broken buckles, zips and eyelets."
5412/02,5412,02,Leather workers (excludes leather dressing),"Leather workers manufacture leather goods or parts of leather goods according to the specifications of the customer or their own design. They do repairs of leather goods such as shoes, bags and gloves. "
5412/99,5412,99,Footwear and leather working trades n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 5412: Footwear and leather working trades
5413/01,5413,01,Costume makers,"Costume makers construct, sew, stitch, dye, adapt and maintain costumes to be used in live performances and in movies or television programs. They work in close cooperation with designers. "
5413/02,5413,02,Dressmakers,"Dressmakers design, make, fit, alter or repair garments for women and children in a variety of materials. "
5413/03,5413,03,Fitters and alterations assistants,Fitters and alterations assistants alter ready-to-wear garments for customers to achieve the desired fit of garment. 
5413/04,5413,04,Kilt makers,Kilt makers produce the traditional Scottish garment. These are usually hand stitched and produced in a variety of tartans. Kilt makers can adjust and refurbish kilts to meet customer needs.
5413/05,5413,05,"Milliners (excludes wholesale, retail trade)",Milliners design and make hats and other headwear.
5413/06,5413,06,Tailors   ,"Tailors design, make, fit, alter or repair tailored, bespoke or hand-made garments for men from in a variety of fabrics."
5413/99,5413,99,Tailors and dressmakers n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 5413: Tailors and dressmakers
5419/01,5419,01,Embroiderers and sewers,"Embroiderers and sewers design and decorate textile surfaces by hand or by using an embroidery machine. They apply a range of traditional stitching techniques to produce intricate designs on clothing, accessories and home decor items.  

Sewers sew components of wearing apparel together. They can repair and renovate wearing apparel by hand or by machine."
5419/02,5419,02,Knitters,Knitters create textiles or fabrics by hand by knitting pieces of yarn or wool using traditional techniques. 
5419/03,5419,03,Sail makers,"Sail makers make and repair sails for sailboats, kites, hang gliders, wind art, architectural sails, or other structures using sails. "
5419/04,5419,04,"Weavers (excludes basket, wig and wire goods mfr)","Weavers may operate traditional hand or powered looms. They weave fibre into fabrics for clothing, home-textiles such as blankets and carpets or technical end uses. See also 5449/01 - Basket makers (excludes wire goods mfr), 5449/04 - Hairpiece and wig makers, 8120/99 - Metal working machine operatives n.e.c."
5419/99,5419,99,"Textiles, garments and related trades n.e.c.","Job holders in this group perform occupations not elsewhere classified in Unit Group 5419: Textiles, garments and related trades n.e.c."
5421/00,5421,00,Pre-press technicians,"Pre-press technicians prepare, format and compose text and graphics in a form suitable for use in a variety of print processes."
5422/01,5422,01,Digital printers,"Digital printers print a digital-based image onto print media, usually using laser or inkjet technology."
5422/02,5422,02,Flexographic printers,Flexographic printers use a flexographic relief plate to print on almost any material. The relief plate is inked and pressed onto the material to be printed.
5422/03,5422,03,Lithographic printers,Lithographic printers make and prepare metal plates to be used as the original in various printing processes and media. Plates are usually laser-etched from digital sources with computer-to-plate technology but can also be made by applying types of emulsions to the printing plate.
5422/04,5422,04,Screen printers,"Screen printers tend a press that presses ink through a screen. Industrial screen printing is often used to print on materials that are hard to use with other processes, like rigid plastic surfaces."
5422/99,5422,99,Printers n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 5422: Printers
5423/00,5423,00,Print finishing and binding workers,Print finishing and binding workers bind books and other publications and finish printed items by hand or machine. See also 4131/05 - Indexers (excludes print finishing)
5431/01,5431,01,Butchers,"Butchers order, inspect and buy meat to prepare it and sell it as consumable meat products. They perform activities such as cutting, trimming, boning, tying and grinding beef, pork and poultry meat."
5431/02,5431,02,Slaughterers,Slaughterers slaughter animals and process carcasses for further processing and distribution. 
5432/01,5432,01,Bakers (excludes food process bakery workers and textile manufacturing),"Bakers make a wide range of breads, pastries, cakes, pies and other baked goods. They follow processes from receipt and storage of raw materials, preparation of raw materials, measurement and mixing of ingredients into dough and proofing. They tend ovens to bake products to an adequate temperature and time. See also 8111/03 - Food process bakery workers and 8112/00 - Textile process operatives"
5432/02,5432,02,Cake decorators and designers,"Cake decorators and designers are bakers who specialise in making and decorating custom cakes for all occasions including birthdays, weddings and anniversaries.  They use specialised tools including moulds, spatulas, decorating pens and stencils. Frosting or fondant is manipulated to create a custom designed cake."
5432/99,5432,99,Bakers and flour confectioners n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 5432: Bakers and flour confectioners
5433/01,5433,01,Fishmongers,"Fishmongers buy, prepare and sell fish and shellfish."
5433/02,5433,02,Poultry dressers,"Poultry dressers slaughter clean, cut and prepare poultry for processing or sale."
5433/99,5433,99,Fishmongers and poultry dressers n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 5433: Fishmongers and poultry dressers. 
5434/00,5434,00,Chefs   ,"Chefs plan menus and prepare, or oversee the preparation of food in hotels, restaurants, clubs, private households and other establishments."
5435/00,5435,00,Cooks,"Cooks prepare, season and cook food, often using pre-prepared ingredients, in clubs, private households, fast food outlets, shops selling food cooked on the premises and the catering departments and canteens of other establishments."
5436/00,5436,00,Catering and bar managers,"Catering and bar managers plan, direct and co-ordinate the catering and bar facilities and services of licensed premises, factories, shops, theatres, educational premises and other establishments. They also manage outside catering businesses and shops selling food cooked on the premises."
5441/01,5441,01,"Ceramic makers, decorators and finishers","Ceramic makers, decorators and finishers' creations can include ceramic sculptures, jewellery, domestic and commercial tableware and kitchenware, giftware, garden ceramics, wall and floor tiles. They can use a variety of techniques to produce decorative illustrations ranging from stencilling to free-hand drawing."
5441/02,5441,02,Ceramic potters,"Ceramic potters process and form clay, by hand or by using the wheel, into end-products pottery, stoneware products, earthenware products and porcelain. They heat the products at a high temperature to remove all the water from the clay."
5441/03,5441,03,Glass blowers,"Glass blowers design, produce and finish decorative pieces, including windows, mirrors, lamp bases, ornaments, tableware and sculptures. Some glass blowers specialise in restoring, renovating and repairing original pieces. They may also work as scientific glass-blowers, designing and repairing laboratory glass."
5441/04,5441,04,"Glass makers, decorators and finishers","Glass makers, decorators and finishers produce, decorate and finish a wide range of decorative or functional items such as tableware, mirrors, lampshades, window panels or ornaments. "
5441/05,5441,05,Optical glass makers,"Optical glass makers make and repair lenses and optical instruments, such as microscopes, telescopes, projection equipment and medical diagnostic equipment. They process, grind, polish and coat glass materials, centre lenses according to the optical axis and cement them to the optical frame. They may test the instruments after assembly."
5441/99,5441,99,"Glass and ceramics makers, decorators and finishers n.e.c.","Job holders in this group perform occupations not elsewhere classified in Unit Group 5441: Glass and ceramics makers, decorators and finishers"
5442/01,5442,01,Cabinet makers (excludes metal),"Cabinet makers build cabinets and cases by cutting, shaping and fitting pieces of wood. "
5442/02,5442,02,Furniture makers and fitters,Furniture makers and fitters make and install different types of furniture in houses and other buildings.
5442/03,5442,03,Furniture restorers ,"Furniture restorers perform repairs, touch-up refinishing work, and complete overhauls on antique or worn-out pieces of furniture. They use old or modern tools and techniques and give advice on restoration, conservation and maintenance."
5442/04,5442,04,Furniture sprayers and finishers,"Furniture sprayers and finishers treat the surface of wood furniture using hand and power tools to sand, clean and polish. They apply coatings with protective and/or decorative purposes onto wooden surfaces by using different techniques such as brushing or using a spray gun."
5442/05,5442,05,Picture framers,"Picture framers build frames, mostly out of wood, for pictures and mirrors. They cut, shape and join the wooden elements, treat them to obtain the desired colour and protect them from corrosion and fire. They may cut and fit the glass and carve and decorate the frames. They may also repair, restore or reproduce older or antique frames."
5442/06,5442,06,Shed makers,"Shed makers produce timber buildings such as sheds, garden offices, summer houses, log stores and workshops."
5442/99,5442,99,Furniture makers and other craft woodworkers n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 5442: Furniture makers and other craft woodworkers
5443/00,5443,00,Florists,"Florists sell flowers and related products in a wholesale or retail business, and design and make up floral bouquets, wreaths, tributes and other floral arrangements for sale to the public."
5449/01,5449,01,Basket makers (excludes wire goods mfr),"Basket makers use stiff fibres to manually weave objects such as containers, baskets, mats and furniture. See also  8139/99 - Plant and machine operatives n.e.c."
5449/02,5449,02,Candle makers,"Candle makers mould candles, place the wick in the middle of the mould and fill the mould with wax, by hand or machine. They remove the candle from the mould, scrape off excess wax and inspect the candle for any deformities."
5449/03,5449,03,"Goldsmiths, silversmiths, jewellers and precious stone workers","Goldsmiths, silversmiths, jewellers and precious stone workers may design, manufacture, repair and sell jewellery such as rings, brooches, chains and bracelets. They cut, adjust, repair and appraise gems and jewellery.  They may cut, saw, file and solder pieces of jewellery together, using a soldering torch, carving tools and hand tools to polish the article."
5449/04,5449,04,Hairpiece and wig makers,Hairpiece and wig makers create adapt and maintain hair prostheses by sewing and fastening together materials and hair strands.
5449/05,5449,05,Metal engravers,"Metal engravers make incisions of a design onto a metal surface by carving grooves into it, usually for decorative purposes. Engravers may also engrave letters and ornamental designs onto jewellery pieces. "
5449/06,5449,06,Craft model makers,"Craft model makers design and make three dimensional (3D) using a variety of materials. They develop, design and sketch the object, select the materials and cut, shape and process the materials and apply finishes. (Excludes architectural, wood, ship, toy manufacturing model making - see 5316/99 - Carpenter and joiners n.e.c.)"
5449/07,5449,07,"Musical instrument repairers, makers and tuners","Musical instrument repairers, makers and tuners make, assemble, repair, adjust and restore musical instruments and tune them to the required pitch. They usually specialise in one type of instrument."
5449/08,5449,08,Sign makers and writers,"Sign makers and writers design and create signs for a variety of uses such as traffic signs, billboards and business signs using different materials and techniques. They may also perform maintenance and repairs."
5449/09,5449,09,Toy makers and repairers,"Toy makers and repairers create, maintain and repair all types of toys, including mechanical ones. They develop, design and sketch the object, select the materials and cut, shape and process the materials and apply finishes. They identify defects in toys, replace damaged parts and restore their functionality."
5449/99,5449,99,Other skilled trades n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 5449: Other skilled trades n.e.c.
6111/00,6111,00,Early education and childcare assistants,"Early education and childcare assistants assist in the care of children from birth up to seven years of age in day or residential nurseries, children’s homes, maternity units and similar establishments."
6112/01,6112,01,Cover supervisors ,Cover supervisors supervise students when teaching staff are on short-term absence. They manage a classroom and ensure that students remain on task with the work they have been set.
6112/02,6112,02,School teaching assistants,"School teaching assistants provide instructional and practical support services in schools. They help with the preparation of lesson materials needed in class and help with students in need of extra attention. They perform clerical duties, monitor the students' learning progress and behaviour, and supervise the students."
6112/99,6112,99,Teaching assistants n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 6112: Teaching assistants
6113/01,6113,01,Behaviour support assistants ,"Behaviour support assistants assist special and additional education teachers in their classroom duties and provide pastoral support. They support the provision for students with special and additional needs in relation to social, emotional and behavioural development and assist in developing individual behaviour/support plans."
6113/02,6113,02,Communication support assistants,Communication support assistants assess the needs of learners and help students communicate with others in class. They support students by lip speaking and notetaking and interpret between spoken English and British Sign Language. 
6113/03,6113,03,Learning support assistants,Learning support assistants support students learning tailored to their specific needs and help them with challenging assignments.  They monitor students' progress and classroom behaviour and assist teachers to create appropriate lessons plans.
6113/99,6113,99,Educational support assistants n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 6113: Educational support assistants
6114/00,6114,00,Childminders,"Childminders provide day-to-day care of children in their own homes, and supervise and participate in their play, educational and other activities."
6116/01,6116,01,Au pairs ,"Au pairs live and work for a host family in another country and are usually in charge of taking care of the family's children. They provide childcare services and may do light housekeeping activities such as cleaning, gardening and shopping."
6116/02,6116,02,Nannies ,"Nannies provide qualified care services to children on the premises of the employer. They organise play activities and entertain children with games and other cultural and educational activities according to their respective age. They prepare meals, give them baths, transport them to and from school and assist them with homework."
6117/00,6117,00,Playworkers,"Playworkers deliver and facilitate play opportunities for children in a range of formal and informal settings including play schemes, free play locations, and in pre- and after-school activities."
6121/01,6121,01,Fumigators,"Fumigators release gas and sets traps in buildings to kill dry-wood termites, beetles, vermin and other pests. They use cylinders of compressed gas and mechanical traps. They inspect infested buildings to identify pests causing damage and to determine treatment necessary."
6121/02,6121,02,Mole catchers,"Mole catchers catch, kill, or trap moles in places where they are considered a threat to crops, lawns, or gardens."
6121/03,6121,03,Rodent control officers,"Rodent control officers identify, eliminate and repel rodents by applying chemical solutions, setting traps and other equipment. They apply pesticides and remove rodents after extermination. "
6121/99,6121,99,Pest control officers n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 6121: Pest control officers
6129/01,6129,01,Animal boarding assistants,"Animal boarding assistants provide care for animals in kennels and shelters. They feed the animals, clean their cages, look after ill or old animals, groom them and take them out for walks. They respond to calls about lost or injured animals, deal with paperwork on adoptions and transport animals to the veterinarian."
6129/02,6129,02,Animal breeders,"Animal breeders select and breed animals to produce offspring with desired characteristics. They monitor their health, clean shelters, and administer medications."
6129/03,6129,03,Animal groomers,"Animal groomers groom a range of animals. They use appropriate and safe handling techniques and equipment and promote good hygiene, health and welfare of the animal.  "
6129/04,6129,04,Animal trainers (excludes performing animals),"Animal trainers train animals and animal handlers for general and specific purposes, including assistance, security, leisure, competition, transportation, obedience and routine handling, entertainment and education. See also 3413/99 - Actors, entertainers and presenters n.e.c."
6129/05,6129,05,Animal walkers,Animal walkers ensure the animals get sufficient exercise and social interaction through walks and other activities. They often also take animals for routine grooming appointments and veterinary care. They may provide pet sitting services. 
6129/06,6129,06,Animal welfare workers,Animal welfare workers investigate reports of animal cruelty or neglect. They rescue or collect animals in immediate or potential risk and liaise with internal and external agencies and other animal welfare establishments. They educate and advise owners and carers of animals and seek to improve or maintain the welfare of animals.
6129/07,6129,07,Stable workers,"Stable workers look after horses, keeping them clean, comfortable, fed, exercised and groomed."
6129/08,6129,08,Veterinary assistants,"Veterinary assistants assist veterinarians by feeding, bathing, and exercising animals. They clean and disinfect cages, kennels, examination and operating rooms and restrain animals during examination procedures."
6129/09,6129,09,Zookeepers,"Zookeepers manage animals that are kept in captivity for conservation, education or research purposes and/or to be displayed to the public. They are responsible for the feeding and the daily care and welfare of the animals. They clean the exhibits and report possible health problems. They may be involved in scientific research or public education."
6129/99,6129,99,Animal care services occupations n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 6129: Animal care services occupations n.e.c.
6131/01,6131,01,Blood donor carers and phlebotomists,Blood doner carers and phlebotomists take care of patients while they give blood. They collect blood samples from patients and send them off for analysis and testing.
6131/02,6131,02,First aid trainers,"First aid trainers teach students immediate lifesaving emergency measures, such as cardiopulmonary resuscitation, the recovery position and injury care. "
6131/03,6131,03,Maternity care assistants,"Maternity care assistants work together in a team with midwives, registered nurses and health professionals. They assist midwives and women in childbirth by providing the necessary support, care and advice during pregnancy, labour and the postpartum period, assist births and assist in providing care for the new-born."
6131/04,6131,04,Occupational therapy assistants,"Occupational therapy assistants work with occupational therapists to implement treatment plans to help people who have a physical or learning disability or mental illness, and to help people rehabilitate from injuries."
6131/05,6131,05,Physiotherapy assistants,"Physiotherapy assistants help physiotherapists work with patients to restore or improve movement. They talk to patients and prepare them for therapy, show patients how to use mobility aids and demonstrate and work through exercises with patients."
6131/06,6131,06,Radiography assistants,"Radiography assistants help radiographers with their day-to-day duties. They take patients to and from other wards, help to maintain equipment and report any faults, assist with procedures like biopsies and process images."
6131/07,6131,07,Speech and language therapy assistants,"Speech and language therapy assistants work with therapists to support people who have difficulties with communication, or with eating, drinking or swallowing. "
6131/08,6131,08,Sterile services assistants,"Sterile services assistants clean and sterilise equipment, put equipment back together when sterilised, check that all instruments are clean and working properly and deliver sterile supplies by trolley to wards and departments."
6131/09,6131,09,Theatre assistants (excludes entertainment),Theatre assistants assist the surgeon and wider theatre team with the safe passage of patients through the surgical pathway. They assist with the administrative function of the surgical team including the accurate documentation of records and management of surgical records and appointment systems. They assist the scrub nurse and surgeon during surgical procedures and ensure that clinical waste collection runs smoothly. They may move patients on trolleys and prepare patients for anaesthetic. See also 6219/99 - Leisure and travel service occupations n.e.c.
6131/99,6131,99,Nursing auxiliaries and assistants n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 6131: Nursing auxiliaries and assistants
6132/00,6132,00,Ambulance staff (excluding paramedics),"Ambulance staff transport sick, injured and convalescent persons and give first aid treatment in emergencies and check ambulance vehicles are roadworthy, cleaned and have all the necessary equipment. See also 2255/00 - Paramedics"
6133/00,6133,00,Dental nurses,"Dental nurses prepare patients for, and assist with, dental examinations, prepare and sterilise instruments and maintain case records."
6134/01,6134,01,Foster carers,Foster carers reside with and look after children and young people who are not able to live in their own homes. 
6134/02,6134,02,Residential childcare practitioners,Residential childcare practitioners work with and support children and young people. They reside with those they are supporting and provide them with a safe and secure environment in which to develop their skills.
6134/03,6134,03,School matrons and houseparents,School matrons and houseparents reside with and look after the health and wellbeing of pupils in boarding schools.
6134/04,6134,04,Residential housing wardens,"Residential housing wardens reside with those for whom they are providing support. They manage the day-to-day running of services such as sheltered housing, hostels and supported housing for homeless people. They allocate and manage accommodation, inspect property and arrange for repairs to be carried out. They supervise catering, cleaning and maintenance staff, look after the welfare of residents and check on health and safety."
6134/99,6134,99,Houseparents and residential wardens n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 6134: Houseparents and residential wardens
6135/01,6135,01,Community support workers,"Community support workers help people to tackle the problems that face their local area. They sometimes work with communities as a whole or may focus on specific groups. They support people with mental health problems living in the community, and also their carers, and provide support and companionship to those that are lonely or emotionally distressed."
6135/02,6135,02,Home care workers,"Home care workers provide services to people within their homes who require help with personal care and activities of daily living support such as bathing and dressing. Home care workers may also provide help with tasks such as preparing meals, light housekeeping and laundry. Workers in this group may reside with those in their care. See also 4215/02 - Personal assistants (excludes care workers)"
6135/03,6135,03,Residential care workers,"Residential care workers provide assistance and support to children, the elderly, the infirm and others with care and support needs within residential care establishments. Workers in this group do not reside with those in their care."
6135/99,6135,99,Care workers and home carers n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 6135: Care workers and home carers
6136/01,6136,01,Senior community support workers,Senior community support workers supervise and monitor teams of community support workers and take responsibility for the service while on duty. They respond to emergencies and provides guidance and mentoring to team members. An element of their role will be direct support provision in the community.
6136/02,6136,02,Senior home care workers,Senior home care workers supervise and monitor teams of home care workers and take responsibility for the service while on duty. They respond to emergencies and provides guidance and mentoring to team members. An element of their role will be direct support provision in the home. Workers in this group do not reside for those in their care.
6136/03,6136,03,Senior residential care workers,Senior residential care workers supervise and monitor teams of residential care workers and take responsibility for the service while on duty. They respond to emergencies and provides guidance and mentoring to team members. An element of their role will be direct support provision in the care establishment. Workers in this group do not reside for those in their care.
6136/99,6136,99,Senior care workers n.e.c.,Job holders in this group perform occupations not elsewhere classified in Unit Group 6136: Senior care workers
6137/00,6137,00,Care escorts,"Care escorts accompany and transport adults and children between their places of residence and other destinations and act as chaperones for under 16s engaged in theatrical, television and film productions."
6138/01,6138,01,Crematorium assistants,Crematorium assistants ensure cremations run smoothly. They may lift and carry coffins prior and during the funeral service and operate cremation equipment. They direct mourners and clean and prepare the chapel before a service.
6138/02,6138,02,Driver-bearers,"Driver-bearers clean, prepare and drive funeral vehicles. They attend funerals as a bearer and carry coffins on the shoulder for the funeral ceremony. "
